Deal_ID,Date,Year,Month,Quarter,Region,Category,Channel,Segment,Sales_Rep,Status,Revenue,Cost,Profit,Profit_Margin,Units_Sold,Customer_Satisfaction
DL-00540,2023-02-23,2023,2,Q1,North America,Software,Direct,SMB,Rep_18,Closed Won,14959.06,7560.39,7398.67,49.46,1,4.5
DL-00541,2022-12-01,2022,12,Q4,Middle East,Hardware,Direct,Enterprise,Rep_16,In Progress,3903.07,2351.13,1551.94,39.76,1,3.5
DL-00542,2023-02-17,2023,2,Q1,Asia Pacific,Services,Partner,Enterprise,Rep_08,On Hold,7485.05,4299.0,3186.05,42.57,1,3.6
DL-00543,2023-12-15,2023,12,Q4,North America,Hardware,Direct,Enterprise,Rep_20,Closed Won,3082.18,1858.05,1224.13,39.72,1,5.0
DL-00544,2022-10-30,2022,10,Q4,Asia Pacific,Electronics,Online,Mid-Market,Rep_11,Closed Won,11402.71,5705.13,5697.58,49.97,1,4.3
DL-00545,2023-07-22,2023,7,Q3,Asia Pacific,Software,Online,Startup,Rep_10,On Hold,43320.21,22891.93,20428.28,47.16,2,3.3
DL-00546,2022-05-11,2022,5,Q2,Europe,Software,Direct,SMB,Rep_12,Closed Lost,22748.97,9767.6,12981.37,57.06,1,3.9
DL-00547,2022-07-16,2022,7,Q3,North America,Electronics,Partner,Enterprise,Rep_06,Closed Won,8325.23,3482.42,4842.81,58.17,1,3.8
DL-00548,2023-03-07,2023,3,Q1,Asia Pacific,Electronics,Partner,SMB,Rep_20,Closed Won,16796.69,8208.71,8587.98,51.13,1,5.0
DL-00549,2023-11-12,2023,11,Q4,Europe,Hardware,Direct,Mid-Market,Rep_05,Closed Won,8571.04,3651.15,4919.89,57.4,1,3.8
DL-00550,2023-01-24,2023,1,Q1,Asia Pacific,Electronics,Reseller,Mid-Market,Rep_09,Closed Lost,39899.16,17408.85,22490.31,56.37,3,5.0
DL-00551,2023-11-25,2023,11,Q4,Europe,Software,Online,Enterprise,Rep_16,In Progress,37122.99,25411.61,11711.38,31.55,1,2.8
DL-00552,2022-06-28,2022,6,Q2,Latin America,Electronics,Online,Enterprise,Rep_14,On Hold,17476.36,7228.32,10248.04,58.64,1,3.8
DL-00553,2023-09-23,2023,9,Q3,Europe,Electronics,Online,Mid-Market,Rep_08,Closed Won,23584.35,14873.0,8711.35,36.94,1,3.2
DL-00554,2023-08-06,2023,8,Q3,Europe,Electronics,Partner,SMB,Rep_20,Closed Lost,14025.26,6948.05,7077.21,50.46,1,3.4
DL-00555,2022-11-05,2022,11,Q4,Latin America,Consulting,Reseller,Enterprise,Rep_19,Closed Lost,28889.86,20368.54,8521.32,29.5,1,3.4
DL-00556,2023-02-20,2023,2,Q1,Europe,Hardware,Online,Enterprise,Rep_14,Closed Won,18336.83,10447.36,7889.47,43.03,2,3.2
DL-00557,2023-07-16,2023,7,Q3,North America,Consulting,Online,SMB,Rep_07,Closed Won,13242.19,6713.15,6529.04,49.3,1,5.0
DL-00558,2022-01-01,2022,1,Q1,North America,Software,Reseller,Mid-Market,Rep_05,On Hold,40562.69,23573.97,16988.72,41.88,2,4.9
DL-00559,2022-11-08,2022,11,Q4,Asia Pacific,Electronics,Direct,Startup,Rep_18,In Progress,14191.66,7573.88,6617.78,46.63,1,4.1
DL-00560,2022-10-21,2022,10,Q4,Asia Pacific,Software,Online,SMB,Rep_02,Closed Lost,21609.46,12911.77,8697.69,40.25,1,
DL-00561,2022-08-04,2022,8,Q3,Asia Pacific,Software,Direct,SMB,Rep_11,Closed Lost,18961.83,8344.85,10616.98,55.99,1,3.3
DL-00562,2023-03-17,2023,3,Q1,North America,Hardware,Direct,Enterprise,Rep_08,Closed Won,8638.93,6470.1,2168.83,25.11,1,4.4
DL-00563,2023-08-17,2023,8,Q3,North America,Electronics,Direct,SMB,Rep_01,Closed Lost,14677.06,8056.89,6620.17,45.11,1,4.0
DL-00564,2023-09-14,2023,9,Q3,North America,Software,Reseller,SMB,Rep_12,Closed Lost,20318.35,10603.76,9714.59,47.81,1,3.7
DL-00565,2023-11-02,2023,11,Q4,Europe,Electronics,Reseller,SMB,Rep_02,Closed Lost,10556.28,6846.52,3709.76,35.14,1,4.2
DL-00566,2022-11-26,2022,11,Q4,Europe,Software,Online,SMB,Rep_18,On Hold,9642.79,5085.27,4557.52,47.26,1,4.5
DL-00567,2023-04-22,2023,4,Q2,Europe,Services,Online,Enterprise,Rep_07,Closed Lost,6963.51,4816.28,2147.23,30.84,1,3.7
DL-00568,2023-03-29,2023,3,Q1,Europe,Software,Partner,Enterprise,Rep_17,Closed Won,19350.69,10816.93,8533.76,44.1,1,3.2
DL-00569,2023-03-29,2023,3,Q1,Latin America,Software,Reseller,Enterprise,Rep_14,In Progress,26963.7,17576.17,9387.53,34.82,1,2.7
DL-00570,2023-11-23,2023,11,Q4,North America,Software,Partner,Enterprise,Rep_07,Closed Won,66714.26,29194.74,37519.52,56.24,3,4.0
DL-00571,2022-08-07,2022,8,Q3,Europe,Software,Direct,Enterprise,Rep_03,Closed Won,18373.29,12790.41,5582.88,30.39,1,5.0
DL-00572,2023-06-08,2023,6,Q2,Asia Pacific,Hardware,Direct,Startup,Rep_06,Closed Won,4795.01,3152.73,1642.28,34.25,1,2.9
DL-00573,2023-04-30,2023,4,Q2,Europe,Hardware,Online,SMB,Rep_20,Closed Won,5596.79,2653.44,2943.35,52.59,1,4.7
DL-00574,2022-06-23,2022,6,Q2,Asia Pacific,Consulting,Online,SMB,Rep_02,In Progress,32390.65,14603.33,17787.32,54.91,1,3.3
DL-00575,2023-11-06,2023,11,Q4,Latin America,Hardware,Direct,Mid-Market,Rep_17,Closed Lost,10737.68,5483.76,5253.92,48.93,1,3.4
DL-00576,2022-03-28,2022,3,Q1,Middle East,Software,Direct,Startup,Rep_12,In Progress,35983.07,26685.93,9297.14,25.84,1,4.5
DL-00577,2022-10-18,2022,10,Q4,North America,Services,Online,SMB,Rep_12,Closed Lost,15126.36,7410.27,7716.09,51.01,1,3.6
DL-00578,2023-06-12,2023,6,Q2,Middle East,Software,Direct,Mid-Market,Rep_17,Closed Won,40588.76,22715.28,17873.48,44.04,2,4.0
DL-00579,2023-11-11,2023,11,Q4,Europe,Electronics,Online,Enterprise,Rep_10,In Progress,13047.65,5356.15,7691.5,58.95,1,4.0
DL-00580,2023-10-11,2023,10,Q4,North America,Hardware,Reseller,Enterprise,Rep_03,Closed Won,22331.8,12037.5,10294.3,46.1,3,3.3
DL-00581,2023-09-27,2023,9,Q3,Europe,Electronics,Partner,SMB,Rep_20,Closed Won,12561.87,7536.64,5025.23,40.0,1,4.5
DL-00582,2022-12-10,2022,12,Q4,Middle East,Consulting,Direct,Mid-Market,Rep_18,Closed Lost,31685.77,23244.48,8441.29,26.64,1,3.8
DL-00583,2022-04-06,2022,4,Q2,Europe,Software,Online,Mid-Market,Rep_13,Closed Won,47788.71,27758.44,20030.27,41.91,2,2.7
DL-00584,2022-08-29,2022,8,Q3,North America,Services,Online,Enterprise,Rep_12,Closed Won,13273.87,9115.0,4158.87,31.33,1,3.1
DL-00585,2023-11-20,2023,11,Q4,Asia Pacific,Services,Partner,Enterprise,Rep_17,Closed Lost,3261.42,1929.11,1332.31,40.85,1,1.3
DL-00586,2022-11-14,2022,11,Q4,North America,Hardware,Reseller,SMB,Rep_04,Closed Lost,8022.58,3323.55,4699.03,58.57,1,3.8
DL-00587,2022-08-19,2022,8,Q3,North America,Services,Direct,Enterprise,Rep_10,Closed Won,15387.68,7851.61,7536.07,48.97,1,4.8
DL-00588,2022-07-23,2022,7,Q3,North America,Services,Partner,SMB,Rep_11,On Hold,5108.21,3072.29,2035.92,39.86,1,3.0
DL-00589,2022-05-31,2022,5,Q2,North America,Electronics,Online,Mid-Market,Rep_06,Closed Lost,21832.43,15996.79,5835.64,26.73,1,4.3
DL-00590,2022-01-26,2022,1,Q1,North America,Software,Reseller,Mid-Market,Rep_06,In Progress,30385.11,21290.71,9094.4,29.93,1,4.1
DL-00591,2022-02-17,2022,2,Q1,North America,Electronics,Direct,Mid-Market,Rep_09,Closed Won,27112.92,13012.15,14100.77,52.01,2,3.2
DL-00592,2022-09-08,2022,9,Q3,Asia Pacific,Services,Online,Mid-Market,Rep_15,Closed Lost,7075.37,3375.22,3700.15,52.3,1,5.0
DL-00593,2023-05-02,2023,5,Q2,North America,Software,Partner,SMB,Rep_02,In Progress,41133.49,19349.63,21783.86,52.96,2,3.6
DL-00594,2023-09-18,2023,9,Q3,North America,Services,Direct,Mid-Market,Rep_04,Closed Lost,10830.75,7829.27,3001.48,27.71,1,5.0
DL-00595,2022-03-16,2022,3,Q1,Latin America,Electronics,Direct,SMB,Rep_05,In Progress,36273.06,25334.31,10938.75,30.16,3,2.5
DL-00596,2023-04-12,2023,4,Q2,Europe,Electronics,Reseller,Enterprise,Rep_17,Closed Won,60405.2,40544.53,19860.67,32.88,5,3.6
DL-00597,2023-03-01,2023,3,Q1,Asia Pacific,Services,,Enterprise,Rep_08,Closed Won,21579.64,11598.13,9981.51,46.25,2,3.7
DL-00598,2023-10-07,2023,10,Q4,North America,Electronics,Direct,Enterprise,Rep_08,Closed Lost,19073.68,10996.61,8077.07,42.35,1,3.8
DL-00599,2023-08-13,2023,8,Q3,North America,Electronics,Direct,SMB,Rep_12,Closed Won,47873.03,26929.35,20943.68,43.75,3,4.4
DL-00600,2022-07-19,2022,7,Q3,North America,Electronics,Reseller,SMB,Rep_08,In Progress,20283.12,9912.14,10370.98,51.13,1,5.0
DL-00601,2023-12-15,2023,12,Q4,North America,Consulting,Online,Mid-Market,Rep_19,Closed Won,19053.0,10989.0,8064.0,42.32,1,4.2
DL-00602,2023-01-29,2023,1,Q1,North America,Services,Online,Enterprise,Rep_03,On Hold,9805.55,4026.88,5778.67,58.93,1,3.8
DL-00603,2023-05-22,2023,5,Q2,North America,Software,Direct,Enterprise,Rep_18,On Hold,36587.69,16323.0,20264.69,55.39,1,2.9
DL-00604,2023-02-14,2023,2,Q1,North America,Electronics,Partner,Startup,Rep_19,Closed Won,22669.66,16102.4,6567.26,28.97,1,2.3
DL-00605,2022-09-07,2022,9,Q3,North America,Software,Partner,Enterprise,Rep_19,Closed Won,14242.68,9444.15,4798.53,33.69,1,4.7
DL-00606,2022-06-01,2022,6,Q2,Europe,Hardware,Online,SMB,Rep_15,In Progress,4630.55,2537.56,2092.99,45.2,1,3.4
DL-00607,2023-11-03,2023,11,Q4,North America,Services,Reseller,SMB,Rep_06,On Hold,8431.12,4898.5,3532.62,41.9,1,5.0
DL-00608,2023-12-06,2023,12,Q4,Europe,Electronics,Direct,SMB,Rep_16,Closed Won,19595.93,10376.04,9219.89,47.05,1,
DL-00609,2022-01-06,2022,1,Q1,Europe,Electronics,Online,Enterprise,Rep_08,Closed Won,20891.27,13773.05,7118.22,34.07,1,4.1
DL-00610,2022-04-20,2022,4,Q2,Asia Pacific,Electronics,Direct,Enterprise,Rep_16,Closed Lost,16098.12,10857.63,5240.49,32.55,1,4.1
DL-00611,2023-03-12,2023,3,Q1,North America,Services,Partner,Enterprise,Rep_18,Closed Lost,6588.8,4395.72,2193.08,33.28,1,4.1
DL-00612,2022-08-13,2022,8,Q3,Asia Pacific,Hardware,Direct,SMB,Rep_20,Closed Won,19066.12,12448.54,6617.58,34.71,2,3.2
DL-00613,2022-06-30,2022,6,Q2,Asia Pacific,Electronics,Direct,SMB,Rep_16,In Progress,8776.0,4138.56,4637.44,52.84,1,2.4
DL-00614,2023-12-14,2023,12,Q4,North America,Electronics,Direct,Enterprise,Rep_11,Closed Won,28766.76,14909.51,13857.25,48.17,2,3.4
DL-00615,2023-06-15,2023,6,Q2,Latin America,Electronics,Partner,SMB,Rep_07,Closed Won,21703.25,12250.31,9452.94,43.56,1,3.8
DL-00616,2023-04-21,2023,4,Q2,Middle East,Consulting,Direct,Mid-Market,Rep_17,Closed Won,56903.88,29349.74,27554.14,48.42,2,3.3
DL-00617,2022-02-21,2022,2,Q1,North America,Electronics,Online,Enterprise,Rep_17,Closed Won,12011.13,7978.14,4032.99,33.58,1,2.8
DL-00618,2023-07-25,2023,7,Q3,North America,Hardware,Partner,SMB,Rep_12,Closed Won,7449.26,3838.41,3610.85,48.47,1,3.2
DL-00619,2022-09-13,2022,9,Q3,Latin America,Services,Direct,Mid-Market,Rep_13,Closed Lost,10279.03,4608.92,5670.11,55.16,1,4.6
DL-00620,2022-05-05,2022,5,Q2,Asia Pacific,Software,Online,Enterprise,Rep_10,Closed Won,19701.15,10632.0,9069.15,46.03,1,4.4
DL-00621,2023-04-13,2023,4,Q2,North America,Electronics,Direct,Enterprise,Rep_07,Closed Won,16788.25,12473.17,4315.08,25.7,1,3.9
DL-00622,2022-05-17,2022,5,Q2,North America,Electronics,Partner,SMB,Rep_14,Closed Won,33035.9,15826.13,17209.77,52.09,2,4.3
DL-00623,2023-04-21,2023,4,Q2,Europe,Services,Online,Mid-Market,Rep_01,On Hold,5228.73,3211.78,2016.95,38.57,1,2.9
DL-00624,2023-11-15,2023,11,Q4,Europe,Hardware,Direct,Mid-Market,Rep_17,Closed Won,5759.41,3176.55,2582.86,44.85,1,3.2
DL-00625,2023-06-28,2023,6,Q2,Asia Pacific,Services,Direct,SMB,Rep_04,Closed Won,6819.0,2897.11,3921.89,57.51,1,4.0
DL-00626,2023-07-27,2023,7,Q3,Europe,Software,Direct,Mid-Market,Rep_05,Closed Lost,23847.2,13610.95,10236.25,42.92,1,3.0
DL-00627,2023-09-02,2023,9,Q3,Europe,Electronics,Reseller,SMB,Rep_20,On Hold,14017.23,9051.73,4965.5,35.42,1,3.9
DL-00628,2022-11-21,2022,11,Q4,Asia Pacific,Consulting,Partner,SMB,Rep_07,Closed Won,44139.48,25584.43,18555.05,42.04,1,2.8
DL-00629,2023-03-30,2023,3,Q1,North America,Hardware,Online,SMB,Rep_10,Closed Lost,8136.04,5737.84,2398.2,29.48,1,2.5
DL-00630,2023-09-20,2023,9,Q3,North America,Electronics,Partner,Enterprise,Rep_17,In Progress,17452.66,8746.02,8706.64,49.89,1,4.4
DL-00631,2023-06-01,2023,6,Q2,Asia Pacific,Consulting,Direct,Mid-Market,Rep_07,Closed Lost,36613.66,15750.73,20862.93,56.98,1,4.6
DL-00632,2023-03-13,2023,3,Q1,Latin America,Services,Partner,SMB,Rep_01,Closed Won,11305.48,8228.11,3077.37,27.22,1,3.3
DL-00633,2023-07-16,2023,7,Q3,Europe,Services,Online,SMB,Rep_07,Closed Lost,14214.2,7567.2,6647.0,46.76,1,2.6
DL-00634,2023-04-02,2023,4,Q2,Europe,Services,Direct,Startup,Rep_11,Closed Won,9406.71,5660.41,3746.3,39.83,1,2.0
DL-00635,2022-06-12,2022,6,Q2,North America,Hardware,Direct,Enterprise,Rep_09,Closed Lost,18221.93,12339.91,5882.02,32.28,2,5.0
DL-00636,2023-05-02,2023,5,Q2,Europe,Services,Direct,Enterprise,Rep_12,In Progress,35637.38,18300.14,17337.24,48.65,4,3.9
DL-00637,2023-04-06,2023,4,Q2,Europe,Electronics,Partner,Enterprise,Rep_03,Closed Won,21352.43,13893.12,7459.31,34.93,1,3.3
DL-00638,2022-09-23,2022,9,Q3,North America,Software,Reseller,Mid-Market,Rep_04,In Progress,28018.68,12535.46,15483.22,55.26,1,3.5
DL-00639,2022-09-11,2022,9,Q3,North America,Consulting,Direct,Mid-Market,Rep_04,Closed Won,40996.58,20578.35,20418.23,49.8,1,2.3
DL-00640,2023-10-15,2023,10,Q4,Europe,Electronics,Partner,Enterprise,Rep_13,In Progress,8649.78,3898.01,4751.77,54.94,1,4.3
DL-00641,2022-10-11,2022,10,Q4,North America,Software,Direct,Mid-Market,Rep_19,Closed Lost,27355.8,18709.47,8646.33,31.61,1,5.0
DL-00642,2023-06-18,2023,6,Q2,North America,Software,Reseller,SMB,Rep_10,Closed Won,17343.43,8288.9,9054.53,52.21,1,3.2
DL-00643,2023-05-12,2023,5,Q2,North America,Software,Direct,Mid-Market,Rep_05,Closed Won,32261.17,21004.97,11256.2,34.89,1,5.0
DL-00644,2023-10-04,2023,10,Q4,North America,Services,Partner,SMB,Rep_07,On Hold,6954.61,5077.94,1876.67,26.98,1,3.7
DL-00645,2022-09-02,2022,9,Q3,North America,Consulting,Online,SMB,Rep_16,Closed Won,25249.56,14763.93,10485.63,41.53,1,5.0
DL-00646,2022-10-09,2022,10,Q4,Latin America,Electronics,Online,Startup,Rep_01,Closed Won,5882.99,3465.14,2417.85,41.1,1,4.0
DL-00647,2023-03-27,2023,3,Q1,Europe,Electronics,Partner,Enterprise,Rep_12,Closed Won,8343.04,4683.46,3659.58,43.86,1,4.0
DL-00648,2022-03-21,2022,3,Q1,Asia Pacific,Electronics,Direct,Enterprise,Rep_02,Closed Lost,17912.29,9208.02,8704.27,48.59,1,5.0
DL-00649,2022-10-20,2022,10,Q4,Asia Pacific,Hardware,Direct,SMB,Rep_07,Closed Lost,5181.11,2934.99,2246.12,43.35,1,4.4
DL-00650,2022-08-29,2022,8,Q3,Europe,Services,Direct,Startup,Rep_11,Closed Won,17021.41,10399.79,6621.62,38.9,2,4.1
DL-00651,2022-10-06,2022,10,Q4,North America,Electronics,Direct,SMB,Rep_13,Closed Won,9310.15,6936.97,2373.18,25.49,1,2.2
DL-00652,2022-12-10,2022,12,Q4,Europe,Hardware,Partner,Enterprise,Rep_02,Closed Won,10034.9,7307.59,2727.31,27.18,1,2.6
DL-00653,2022-11-24,2022,11,Q4,Europe,Hardware,Direct,Enterprise,Rep_07,Closed Won,5465.76,3835.62,1630.14,29.82,1,4.2
DL-00654,2023-07-08,2023,7,Q3,Asia Pacific,Hardware,Direct,SMB,Rep_15,Closed Won,9700.49,6898.95,2801.54,28.88,1,5.0
DL-00655,2022-03-24,2022,3,Q1,Europe,Consulting,Online,Enterprise,Rep_11,In Progress,13926.64,7851.1,6075.54,43.63,1,3.9
DL-00656,2022-05-22,2022,5,Q2,North America,Electronics,Reseller,Mid-Market,Rep_02,Closed Won,11958.7,7535.24,4423.46,36.99,1,3.3
DL-00657,2022-06-04,2022,6,Q2,North America,Hardware,Partner,Startup,Rep_07,Closed Won,5240.07,3737.6,1502.47,28.67,1,2.3
DL-00658,2022-08-25,2022,8,Q3,Europe,Software,Direct,SMB,Rep_04,Closed Won,38880.47,20899.53,17980.94,46.25,1,3.2
DL-00659,2023-01-28,2023,1,Q1,Asia Pacific,Hardware,Direct,SMB,Rep_11,On Hold,10080.2,7425.25,2654.95,26.34,1,3.9
DL-00660,2023-12-12,2023,12,Q4,Europe,Services,Reseller,SMB,Rep_02,On Hold,5399.45,2945.54,2453.91,45.45,1,3.1
DL-00661,2022-06-06,2022,6,Q2,Europe,Hardware,Direct,Enterprise,Rep_16,In Progress,7227.2,4411.33,2815.87,38.96,1,3.0
DL-00662,2023-12-25,2023,12,Q4,Middle East,Services,Direct,Mid-Market,Rep_07,Closed Won,6796.63,4407.15,2389.48,35.16,1,3.8
DL-00663,2022-08-08,2022,8,Q3,Asia Pacific,Electronics,Partner,SMB,Rep_13,Closed Won,24123.31,17675.32,6447.99,26.73,2,
DL-00664,2022-03-07,2022,3,Q1,North America,Software,Partner,SMB,Rep_05,Closed Won,47211.52,22926.66,24284.86,51.44,2,4.3
DL-00665,2023-03-01,2023,3,Q1,North America,Consulting,Partner,Mid-Market,Rep_17,Closed Won,14590.56,9646.49,4944.07,33.89,1,4.0
DL-00666,2023-02-22,2023,2,Q1,North America,Consulting,Direct,SMB,Rep_12,Closed Lost,45356.29,26410.31,18945.98,41.77,1,4.0
DL-00667,2022-12-05,2022,12,Q4,North America,Electronics,Direct,SMB,Rep_19,In Progress,9938.36,4909.5,5028.86,50.6,1,4.2
DL-00668,2023-07-10,2023,7,Q3,North America,Electronics,Reseller,Enterprise,Rep_07,In Progress,13218.16,8880.12,4338.04,32.82,1,3.7
DL-00669,2023-04-23,2023,4,Q2,North America,Electronics,Direct,Mid-Market,Rep_06,In Progress,15243.87,9043.85,6200.02,40.67,1,3.5
DL-00670,2023-03-02,2023,3,Q1,North America,Services,Online,Startup,Rep_08,Closed Won,24801.1,15657.95,9143.15,36.87,3,4.4
DL-00671,2022-03-05,2022,3,Q1,North America,Hardware,Online,SMB,Rep_13,Closed Lost,4842.91,2484.49,2358.42,48.7,1,3.6
DL-00672,2022-07-31,2022,7,Q3,Latin America,Electronics,Partner,Startup,Rep_05,Closed Won,22769.57,12943.27,9826.3,43.16,1,2.8
DL-00673,2023-03-07,2023,3,Q1,North America,Software,Direct,Enterprise,Rep_02,Closed Won,13917.17,8574.01,5343.16,38.39,1,5.0
DL-00674,2023-02-03,2023,2,Q1,Europe,Hardware,Direct,SMB,Rep_09,In Progress,4302.28,2330.63,1971.65,45.83,1,2.3
DL-00675,2023-08-22,2023,8,Q3,Europe,Services,Partner,SMB,Rep_11,Closed Won,10143.33,4761.59,5381.74,53.06,1,5.0
DL-00676,2023-12-14,2023,12,Q4,Middle East,Software,Reseller,SMB,Rep_06,Closed Won,25273.1,18615.51,6657.59,26.34,1,4.2
DL-00677,2022-01-21,2022,1,Q1,North America,Services,Reseller,SMB,Rep_07,Closed Won,2426.44,1404.94,1021.5,42.1,1,3.0
DL-00678,2023-08-13,2023,8,Q3,Europe,Software,Direct,Enterprise,Rep_07,Closed Lost,44641.95,29324.05,15317.9,34.31,2,3.8
DL-00679,2023-01-25,2023,1,Q1,Middle East,Electronics,Direct,Enterprise,Rep_19,In Progress,5147.41,2799.5,2347.91,45.61,1,3.5
DL-00680,2023-05-04,2023,5,Q2,Latin America,Services,Reseller,SMB,Rep_06,Closed Won,9296.3,4874.01,4422.29,47.57,1,4.4
DL-00681,2022-01-07,2022,1,Q1,Latin America,Services,Online,Enterprise,Rep_11,In Progress,19421.74,10536.44,8885.3,45.75,2,4.4
DL-00682,2022-12-27,2022,12,Q4,North America,Hardware,Reseller,Mid-Market,Rep_11,Closed Won,24143.94,13115.44,11028.5,45.68,3,4.2
DL-00683,2022-11-02,2022,11,Q4,North America,Services,Direct,Enterprise,Rep_07,Closed Won,8339.97,4924.44,3415.53,40.95,1,4.4
DL-00684,2023-02-04,2023,2,Q1,Asia Pacific,Hardware,Partner,Enterprise,Rep_02,In Progress,3907.77,2306.42,1601.35,40.98,1,3.7
DL-00685,2023-03-06,2023,3,Q1,Middle East,Electronics,,SMB,Rep_19,Closed Lost,28597.64,16415.16,12182.48,42.6,2,5.0
DL-00686,2023-07-06,2023,7,Q3,Europe,Software,Online,SMB,Rep_04,On Hold,38530.65,17229.94,21300.71,55.28,1,4.8
DL-00687,2023-07-14,2023,7,Q3,Europe,Electronics,Partner,Mid-Market,Rep_06,Closed Won,11746.49,6738.1,5008.39,42.64,1,
DL-00688,2023-09-10,2023,9,Q3,North America,Electronics,Direct,SMB,Rep_17,Closed Lost,11025.18,5062.61,5962.57,54.08,1,4.4
DL-00689,2022-08-14,2022,8,Q3,Asia Pacific,Services,Partner,Enterprise,Rep_05,Closed Lost,6985.87,3102.76,3883.11,55.59,1,4.4
DL-00690,2023-05-15,2023,5,Q2,North America,Consulting,Direct,Mid-Market,Rep_07,On Hold,25251.97,18343.69,6908.28,27.36,1,3.6
DL-00691,2022-08-13,2022,8,Q3,North America,Electronics,Partner,SMB,Rep_09,Closed Won,17568.09,10746.97,6821.12,38.83,1,3.5
DL-00692,2022-10-07,2022,10,Q4,Europe,Software,Reseller,Enterprise,Rep_01,In Progress,18837.86,11883.33,6954.53,36.92,1,4.8
DL-00693,2023-03-23,2023,3,Q1,Europe,Hardware,Direct,SMB,Rep_01,Closed Lost,6421.5,3471.64,2949.86,45.94,1,3.8
DL-00694,2023-05-13,2023,5,Q2,North America,Electronics,Online,Startup,Rep_19,Closed Won,20670.13,14844.12,5826.01,28.19,1,4.0
DL-00695,2022-01-30,2022,1,Q1,North America,Services,Direct,SMB,Rep_06,Closed Lost,4765.38,2970.15,1795.23,37.67,1,4.9
DL-00696,2023-02-03,2023,2,Q1,Asia Pacific,Services,Online,Enterprise,Rep_18,Closed Won,8286.41,5545.34,2741.07,33.08,1,5.0
DL-00697,2022-12-11,2022,12,Q4,North America,Services,Reseller,Enterprise,Rep_10,Closed Lost,4325.88,2288.38,2037.5,47.1,1,3.4
DL-00698,2023-11-16,2023,11,Q4,Europe,Electronics,Direct,Enterprise,Rep_11,In Progress,15835.53,11655.02,4180.51,26.4,1,3.6
DL-00699,2023-11-27,2023,11,Q4,North America,Software,Direct,SMB,Rep_01,Closed Lost,9479.89,6514.21,2965.68,31.28,1,3.9
DL-00700,2023-02-19,2023,2,Q1,Europe,Hardware,Partner,SMB,Rep_01,Closed Lost,12483.98,8724.83,3759.15,30.11,1,3.9
DL-00701,2022-06-19,2022,6,Q2,Europe,Services,Direct,Enterprise,Rep_13,Closed Lost,5182.39,2385.29,2797.1,53.97,1,4.1
DL-00702,2023-04-24,2023,4,Q2,North America,Electronics,Online,Startup,Rep_05,Closed Won,6182.74,3059.45,3123.29,50.52,1,3.4
DL-00703,2022-05-11,2022,5,Q2,North America,Hardware,Reseller,Mid-Market,Rep_20,Closed Won,6670.1,3334.85,3335.25,50.0,1,2.8
DL-00704,2023-09-30,2023,9,Q3,North America,Electronics,Partner,SMB,Rep_01,Closed Lost,35290.15,17462.21,17827.94,50.52,2,5.0
DL-00705,2023-07-01,2023,7,Q3,North America,Services,Direct,Mid-Market,Rep_20,Closed Won,14270.31,9980.55,4289.76,30.06,1,4.3
DL-00706,2022-01-28,2022,1,Q1,Middle East,Electronics,Partner,Enterprise,Rep_03,Closed Won,5736.75,2358.72,3378.03,58.88,1,3.5
DL-00707,2023-02-08,2023,2,Q1,North America,Consulting,Online,SMB,Rep_18,Closed Lost,15327.29,6539.16,8788.13,57.34,1,4.1
DL-00708,2023-08-30,2023,8,Q3,Latin America,Software,Direct,SMB,Rep_09,Closed Won,20513.34,10171.95,10341.39,50.41,1,5.0
DL-00709,2023-08-01,2023,8,Q3,North America,Software,Partner,Mid-Market,Rep_14,Closed Won,76558.29,35978.99,40579.3,53.0,3,3.2
DL-00710,2023-11-10,2023,11,Q4,Asia Pacific,Electronics,Partner,Mid-Market,Rep_17,Closed Lost,9379.94,4513.17,4866.77,51.88,1,4.0
DL-00711,2022-01-28,2022,1,Q1,Asia Pacific,Software,Partner,Enterprise,Rep_14,Closed Won,15696.43,10662.27,5034.16,32.07,1,2.7
DL-00712,2022-03-27,2022,3,Q1,Europe,Hardware,Direct,Startup,Rep_04,On Hold,17169.87,10252.03,6917.84,40.29,2,3.7
DL-00713,2023-10-21,2023,10,Q4,Europe,Consulting,Online,Enterprise,Rep_05,In Progress,33070.81,13295.12,19775.69,59.8,1,4.3
DL-00714,2023-03-15,2023,3,Q1,Europe,Software,Direct,Mid-Market,Rep_17,In Progress,42324.91,23289.83,19035.08,44.97,2,2.9
DL-00715,2022-05-19,2022,5,Q2,North America,Software,Direct,Startup,Rep_02,Closed Won,17380.1,9433.22,7946.88,45.72,1,3.7
DL-00716,2023-04-18,2023,4,Q2,Middle East,Services,Reseller,Enterprise,Rep_05,In Progress,9504.52,4180.86,5323.66,56.01,1,4.4
DL-00717,2022-07-06,2022,7,Q3,Latin America,Hardware,Online,Mid-Market,Rep_04,In Progress,15444.57,9832.78,5611.79,36.34,2,4.3
DL-00718,2022-02-21,2022,2,Q1,Middle East,Services,Direct,Enterprise,Rep_04,In Progress,9301.4,6006.23,3295.17,35.43,1,2.9
DL-00719,2022-09-24,2022,9,Q3,North America,Software,Direct,SMB,Rep_06,Closed Won,43833.68,28593.26,15240.42,34.77,2,4.1
DL-00720,2023-01-24,2023,1,Q1,Asia Pacific,Software,Direct,SMB,Rep_20,Closed Lost,30341.29,19872.48,10468.81,34.5,1,4.2
